X,Y,OBJECTID,STOP_NAME,STOP_CODE,NAPTAN_ATCO,ROAD_NAME,ROUTES,LIVE_BUS_ARRIVAL,OS_EASTING,OS_NORTHING,POSTCODE,DATE_UPDATED
534761.0,191137.0,627,Northumberland Park Bus Stand,BP4641,Unknown,NORTHUMBERLAND PARK,Unknown,https://tfl.gov.uk/bus/stop//,534761,191137,N17 0LB,2023-08-09 00:00:00+00:00
528623.0,179941.0,780,Hyde Park Corner,BP4661,Unknown,PICCADILLY,Unknown,https://tfl.gov.uk/bus/stop//,528623,179941,W1J 9DZ,2023-08-09 00:00:00+00:00
515372.0,168407.0,2401,Hampton Court Station,BP5447,Unknown,HAMPTON COURT STATION FORECOURT,Unknown,https://tfl.gov.uk/bus/stop//,515372,168407,KT8 9AE,2023-08-09 00:00:00+00:00
535302.0,168966.0,2951,Birkbeck,TRS162,9400ZZCRBIR1,HARRINGTON ROAD - BIRKBECK,T2,https://tfl.gov.uk/bus/stop/9400ZZCRBIR1/,535302,168966,SE20 7YA,2023-08-09 00:00:00+00:00
535744.0,169323.0,3016,Avenue Road,TRS164,9400ZZCRAVE1,AVENUE ROAD,T2,https://tfl.gov.uk/bus/stop/9400ZZCRAVE1/,535744,169323,BR3 4SB,2023-08-09 00:00:00+00:00
525623.0,162048.0,7434,Belmont Station,BP1768,Unknown,DOWNS ROAD,Unknown,https://tfl.gov.uk/bus/stop//,525623,162048,SM2 5SU,2023-08-09 00:00:00+00:00
543649.0,167309.0,14009,Hail Ride Faringdon Ave / Chesham Ave,H0429,490005110S,FARINGDON AVENUE,R3,https://tfl.gov.uk/bus/stop/490005110S/,543649,167309,BR2 8BP,2023-08-09 00:00:00+00:00
525401.0,183211.0,14842,Rudolph Road,C82,Unknown,CAMBRIDGE GARDENS (SOUTH ARM),Unknown,https://tfl.gov.uk/bus/stop//,525401,183211,NW6 5AY,2023-08-09 00:00:00+00:00
517601.0,181724.0,16478,Hail Ride Montpelier Road,H1000,490010001E,MONTPELIER ROAD,226,https://tfl.gov.uk/bus/stop/490010001E/,517601,181724,W5 2HB,2023-08-09 00:00:00+00:00
537975.0,163681.0,17095,The Coppins,33662,Unknown,FIELDWAY,Unknown,https://tfl.gov.uk/bus/stop//,537975,163681,CR0 9BS,2023-08-09 00:00:00+00:00
536709.0,163481.0,17096,Addington / Gravel Hill,35567,Unknown,GRAVEL HILL,Unknown,https://tfl.gov.uk/bus/stop//,536709,163481,CR0 5AR,2023-08-09 00:00:00+00:00
517891.0,180959.0,17098,Ealing Broadway Station,BP3468,Unknown,HAVEN GREEN (EAST SIDE),Unknown,https://tfl.gov.uk/bus/stop//,517891,180959,Unknown,2023-08-09 00:00:00+00:00
545979.0,176174.0,18079,Welling Station,35373,Unknown,VAUGHAN ROAD,Unknown,https://tfl.gov.uk/bus/stop//,545979,176174,DA16 3BQ,2023-08-09 00:00:00+00:00
538980.0,190178.0,18084,Hyland House School,6643,Unknown,BEACONTREE AVENUE,Unknown,https://tfl.gov.uk/bus/stop//,538980,190178,E17 4BT,2023-08-09 00:00:00+00:00
532139.0,187125.0,18143,Portland Rise,35456,Unknown,PORTLAND RISE,Unknown,https://tfl.gov.uk/bus/stop//,532139,187125,N4 2PT,2023-08-09 00:00:00+00:00
532368.0,166699.0,18158,Hogarth Crescent,BP1356,Unknown,HOGARTH CRESCENT,Unknown,https://tfl.gov.uk/bus/stop//,532368,166699,CR0 2XY,2023-08-09 00:00:00+00:00
525098.0,178694.0,18199,West Cromwell Road / Tesco,BP5542,Unknown,WEST CROMWELL ROAD,Unknown,https://tfl.gov.uk/bus/stop//,525098,178694,SW5 9QS,2023-08-09 00:00:00+00:00
549027.0,184511.0,18290,Dagenham Avenue,BP5917,Unknown,DAGENHAM AVENUE,Unknown,https://tfl.gov.uk/bus/stop//,549027,184511,RM9 6LD,2023-08-09 00:00:00+00:00
528044.0,168542.0,18606,Mitcham / Commonside West,BP5326,Unknown,COMMONSIDE WEST,Unknown,https://tfl.gov.uk/bus/stop//,528044,168542,CR4 4HA,2023-08-09 00:00:00+00:00
528026.0,168597.0,18607,Mitcham / Commonside West,BP5325,Unknown,COMMONSIDE WEST,Unknown,https://tfl.gov.uk/bus/stop//,528026,168597,CR4 4HA,2023-08-09 00:00:00+00:00
527408.0,182034.0,19037,Hayes Place,BP4974,Unknown,HAYES PLACE,Unknown,https://tfl.gov.uk/bus/stop//,527408,182034,NW1 6AA,2023-08-09 00:00:00+00:00
528031.0,178665.0,19196,No-Name-Taxi Post,PC05512,Unknown,SLOANE SQUARE,Unknown,https://tfl.gov.uk/bus/stop//,528031,178665,SW1W 8AQ,2023-08-09 00:00:00+00:00
540414.0,168692.0,19197,No Name-Taxi Post,PCO5754,Unknown,BROMLEY HIGH STREET,Unknown,https://tfl.gov.uk/bus/stop//,540414,168692,BR2 9HG,2023-08-09 00:00:00+00:00
528524.0,173193.0,19199,No Name-Taxi Post,PCO5458,Unknown,BALHAM STATION ROAD,Unknown,https://tfl.gov.uk/bus/stop//,528524,173193,SW12 9SG,2023-08-09 00:00:00+00:00
545124.0,162756.0,19206,Hail Ride Cudham Lane North,H0557,490009337N,CUDHAM LANE NORTH,R5,https://tfl.gov.uk/bus/stop/490009337N/,545124,162756,BR6 7JL,2023-08-09 00:00:00+00:00
527192.0,167196.0,19207,Hail And Ride Revesby Road,H0577,Unknown,REVESBY ROAD,Unknown,https://tfl.gov.uk/bus/stop//,527192,167196,SM5 1EZ,2023-08-09 00:00:00+00:00
531712.0,180050.0,19253,Chitterne,IMB107,Unknown,SCORESBY STREET,Unknown,https://tfl.gov.uk/bus/stop//,531712,180050,SE1 8NJ,2023-08-09 00:00:00+00:00
531712.0,180050.0,19254,Gore Cross Interchange,IMB104,Unknown,SCORESBY STREET,Unknown,https://tfl.gov.uk/bus/stop//,400787,151092,SE1 8NJ,2023-08-09 00:00:00+00:00
531712.0,180050.0,19255,Imber,IMB103,Unknown,SCORESBY STREET,Unknown,https://tfl.gov.uk/bus/stop//,396489,148623,SE1 8NJ,2023-08-09 00:00:00+00:00
531712.0,180050.0,19256,Lavington Vadette,IMB201,Unknown,SCORESBY STREET,Unknown,https://tfl.gov.uk/bus/stop//,531712,180050,SE1 8NJ,2023-08-09 00:00:00+00:00
535742.0,185499.0,19347,Clifden Road,TS0026,Unknown,CLIFDEN ROAD,Unknown,https://tfl.gov.uk/bus/stop//,535742,185499,E5 0LN,2023-08-09 00:00:00+00:00
547516.0,179614.0,19429,Yarnton Way / Harrow Manorway,BP6504,Unknown,Yarnton Way,Unknown,https://tfl.gov.uk/bus/stop//,547516,179614,SE2 9TQ,2023-08-09 00:00:00+00:00
543542.0,179158.0,19447,Beresford Street,BP5040,Unknown,BERESFORD STREET,Unknown,https://tfl.gov.uk/bus/stop//,543542,179158,SE18 6BF,2023-08-09 00:00:00+00:00
529306.0,187036.0,19490,Archway Road,BP6056,Unknown,ARCHWAY ROAD,Unknown,https://tfl.gov.uk/bus/stop//,529306,187036,N19 3TZ,2023-08-09 00:00:00+00:00
527921.0,180930.0,19524,Park Lane / Marble Arch,BP4893,Unknown,NORTH ROW,Unknown,https://tfl.gov.uk/bus/stop//,527921,180930,W1K 7JA,2023-08-09 00:00:00+00:00
530319.0,179826.0,19525,Westminster Pier,BP4892,Unknown,VICTORIA EMBANKMENT,Unknown,https://tfl.gov.uk/bus/stop//,530319,179826,SW1A 2JH,2023-08-09 00:00:00+00:00
537758.0,173842.0,19530,No Name-Dummy Stop,DS27,Unknown,RUSHEY GREEN,Unknown,https://tfl.gov.uk/bus/stop//,537758,173842,SE6 4HW,2023-08-09 00:00:00+00:00
512226.0,176119.0,19560,No Name-Taxi Post,PCO5556,Unknown,HOUNSLOW WEST STATION FORECOURT,Unknown,https://tfl.gov.uk/bus/stop//,512226,176119,TW3 3DH,2023-08-09 00:00:00+00:00
519786.0,178468.0,19561,No Name-Taxi Post,PCO5551,Unknown,CHISWICK HIGH ROAD,Unknown,https://tfl.gov.uk/bus/stop//,519786,178468,W4 5RP,2023-08-09 00:00:00+00:00
526303.0,184661.0,19562,No Name-Taxi Post,PCO5534,Unknown,FINCHLEY ROAD,Unknown,https://tfl.gov.uk/bus/stop//,526303,184661,NW3 6LP,2023-08-09 00:00:00+00:00
517912.0,169365.0,19577,Clarence Street,PCO5707,Unknown,CLARENCE STREET,Unknown,https://tfl.gov.uk/bus/stop//,517912,169365,KT1 1PB,2023-08-09 00:00:00+00:00
514320.0,182135.0,19645,Stanhope Road,33521,Unknown,OTTER ROAD,Unknown,https://tfl.gov.uk/bus/stop//,514320,182135,UB6 9DX,2023-08-09 00:00:00+00:00
517410.0,166544.0,19667,Hail Ride Lissant Close,HC302,Unknown,LOVELACE ROAD,Unknown,https://tfl.gov.uk/bus/stop//,517410,166544,KT6 6NZ,2023-08-09 00:00:00+00:00
538505.0,184818.0,19686,Stratford City,RR60,Unknown,MONTFICHET ROAD,Unknown,https://tfl.gov.uk/bus/stop//,538505,184818,E20 1YY,2023-08-09 00:00:00+00:00
529031.0,159839.0,19733,Lynwood Avenue,H1280,490016154S,GROVE LANE,"463, 633",https://tfl.gov.uk/bus/stop/490016154S/,529031,159839,CR5 2DF,2023-08-09 00:00:00+00:00
528915.0,159935.0,19734,Beechwood Avenue,H1279,490018756S,GROVE LANE,"463, 633",https://tfl.gov.uk/bus/stop/490018756S/,528915,159935,CR5 2QQ,2023-08-09 00:00:00+00:00
528536.0,160056.0,19735,Redford Avenue,H1278,490016157E,THE MOUNT,"463, 633",https://tfl.gov.uk/bus/stop/490016157E/,528536,160056,CR5 2PY,2023-08-09 00:00:00+00:00
539479.0,181417.0,19740,Canning Town Station (DLR),PCO5301,Unknown,SILVERTOWN WAY,Unknown,https://tfl.gov.uk/bus/stop//,539479,181417,E16 1EJ,2023-08-09 00:00:00+00:00
528824.0,189686.0,19741,Muswell Hill,PCO5755,Unknown,DUKES AVENUE,Unknown,https://tfl.gov.uk/bus/stop//,528824,189686,N10 2QR,2023-08-09 00:00:00+00:00
530410.0,177902.0,19742,Vauxhall,PCO5533,Unknown,SOUTH LAMBETH PLACE,Unknown,https://tfl.gov.uk/bus/stop//,530410,177902,SW8 1SS,2023-08-09 00:00:00+00:00
540230.0,169322.0,19745,Market Square,PCO5812,Unknown,MARKET SQUARE,Unknown,https://tfl.gov.uk/bus/stop//,540230,169322,BR1 1NF,2023-08-09 00:00:00+00:00
528910.0,159933.0,19753,Beechwood Avenue,H1281,490018756N,GROVE LANE,463,https://tfl.gov.uk/bus/stop/490018756N/,528910,159933,CR5 2QB,2023-08-09 00:00:00+00:00
528921.0,179066.0,19756,Victoria Station,PCO6056,Unknown,TAXI ROAD,Unknown,https://tfl.gov.uk/bus/stop//,528921,179066,SW1V 1PZ,2023-08-09 00:00:00+00:00
534657.0,185254.0,19757,Hackney Downs,RR61,Unknown,PEMBURY ROAD,Unknown,https://tfl.gov.uk/bus/stop//,534657,185254,E5 8LT,2023-08-09 00:00:00+00:00
534671.0,185251.0,19758,Hackney Downs,RR62,Unknown,PEMBURY ROAD,Unknown,https://tfl.gov.uk/bus/stop//,534671,185251,E5 8HQ,2023-08-09 00:00:00+00:00
518068.0,167335.0,19858,Surbiton Station,PCO4980,Unknown,STATION APPROACH,Unknown,https://tfl.gov.uk/bus/stop//,518068,167335,KT6 4RB,2023-08-09 00:00:00+00:00
525252.0,187405.0,20005,Golders Green Station,PCO5436,Unknown,NORTH END ROAD,Unknown,https://tfl.gov.uk/bus/stop//,525252,187405,NW11 7RN,2023-08-09 00:00:00+00:00
518922.0,189797.0,20499,Queensbury Station,33980,Unknown,QUEENSBURY STATION PARADE,Unknown,https://tfl.gov.uk/bus/stop//,518922,189797,HA8 5NR,2023-08-09 00:00:00+00:00
532624.0,180787.0,20544,Cannon Street Station,BP4404,Unknown,UPPER THAMES STREET,Unknown,https://tfl.gov.uk/bus/stop//,532624,180787,EC4R 3UE,2023-08-09 00:00:00+00:00
528786.0,179161.0,20712,Victoria Station,BP2867,Unknown,GROSVENOR GARDENS,Unknown,https://tfl.gov.uk/bus/stop//,528786,179161,SW1W 0EB,2023-08-09 00:00:00+00:00
536902.0,172058.0,20752,Bell Green / Sainsburys,BP1098,Unknown,TURNING CIRCLE,Unknown,https://tfl.gov.uk/bus/stop//,536902,172058,SE26 4PR,2023-08-09 00:00:00+00:00
527012.0,179034.0,20802,No Name-Taxi Post,PCO5319,Unknown,THURLOE PLACE,Unknown,https://tfl.gov.uk/bus/stop//,527012,179034,SW7 2RL,2023-08-09 00:00:00+00:00
517791.0,177528.0,20895,Brentford County Court,33873,Unknown,BACK LANE,Unknown,https://tfl.gov.uk/bus/stop//,517791,177528,TW8 0JJ,2023-08-09 00:00:00+00:00
533772.0,180892.0,20902,Goodmans Yard,BP3560,Unknown,GOODMAN'S YARD,Unknown,https://tfl.gov.uk/bus/stop//,533772,180892,E1 8AT,2023-08-09 00:00:00+00:00
537976.0,186829.0,21215,Grange Park,34400,Unknown,HIGH ROAD LEYTON,Unknown,https://tfl.gov.uk/bus/stop//,537976,186829,E10 6FB,2023-08-09 00:00:00+00:00
537884.0,182938.0,21218,Bromley High Street,27611,Unknown,BROMLEY HIGH STREET,Unknown,https://tfl.gov.uk/bus/stop//,537884,182938,E3 3EG,2023-08-09 00:00:00+00:00
531387.0,178423.0,21219,Chester Way,BP1803,Unknown,KENNINGTON LANE,Unknown,https://tfl.gov.uk/bus/stop//,531387,178423,SE11 4HQ,2023-08-09 00:00:00+00:00
516797.0,180330.0,21230,Mattock Lane,37155,Unknown,MATTOCK LANE,Unknown,https://tfl.gov.uk/bus/stop//,516797,180330,W13 9LJ,2023-08-09 00:00:00+00:00
529067.0,179025.0,21368,Victoria / Vauxhall Bridge Road,33479,Unknown,VAUXHALL BRIDGE ROAD,Unknown,https://tfl.gov.uk/bus/stop//,529067,179025,SW1V 1LG,2023-08-09 00:00:00+00:00
531400.0,182667.0,21442,Rosebery Avenue/ Green Terrace,BP1230,Unknown,GREEN TERRACE,Unknown,https://tfl.gov.uk/bus/stop//,531400,182667,EC1R 4TY,2023-08-09 00:00:00+00:00
532799.0,184765.0,21443,Dove Road,BP3599,Unknown,DOVE ROAD,Unknown,https://tfl.gov.uk/bus/stop//,532799,184765,N1 3GE,2023-08-09 00:00:00+00:00
504812.0,177195.0,21485,SPEEDBIRD-WAY,BP5373,Unknown,SPEEDBIRD WAY,Unknown,https://tfl.gov.uk/bus/stop//,504812,177195,UB7 0GA,2023-01-09 00:00:00+00:00
532780.799921251,181822.23333758,213989,Unknown,PCO5290,Unknown,FINSBURY PAVEMENT,Unknown,https://tfl.gov.uk/bus/stop//,532779,181822,EC2A 1RS,2023-01-09 00:00:00+00:00
525308.000000036,177275.999999525,1796347,Unknown,BP037,Unknown,VANSTON PLACE,Unknown,https://tfl.gov.uk/bus/stop//,525308,177276,SW6 1AH,2023-01-16 00:00:00+00:00
530555.000000154,181676.999999498,2948254,Unknown,BP2622,Unknown,DRAKE STREET,Unknown,https://tfl.gov.uk/bus/stop//,530555,181677,WC1B 4AF,2023-01-20 00:00:00+00:00
549861.000000421,174241.999999104,2966969,Unknown,BP4367,Unknown,EAST ROCHESTER WAY,Unknown,https://tfl.gov.uk/bus/stop//,549861,174242,DA5 1PQ,2023-01-31 00:00:00+00:00
549781.000000422,174241.999999107,2970809,Unknown,BP4366,Unknown,EAST ROCHESTER WAY,Unknown,https://tfl.gov.uk/bus/stop//,549781,174242,DA5 1PQ,2023-01-31 00:00:00+00:00
546749.000000258,158822.999999284,2977765,Unknown,H1116,2400A008590A,MAIN ROAD,R10,https://tfl.gov.uk/bus/stop/2400A008590A/,546749,158823,TN14 7LS,2023-01-31 00:00:00+00:00
546214.000000252,158360.999999292,2983363,Unknown,H1016,2400102383,MAIN ROAD,R10,https://tfl.gov.uk/bus/stop/2400102383/,546214,158361,TN14 7NU,2023-02-07 00:00:00+00:00
523536.000000132,183207.999999548,3047156,Unknown,BP3820,Unknown,STATION TERRACE,Unknown,https://tfl.gov.uk/bus/stop//,523536,183208,NW10 5RS,2023-02-28 00:00:00+00:00
526886.000000142,194229.999999495,3053595,Unknown,H0910,490013358W,ATHENAEUM ROAD,383,https://tfl.gov.uk/bus/stop/490013358W/,526886,194230,N20 9DT,2023-02-28 00:00:00+00:00
527780.000000135,180939.999999522,3074873,Unknown,BP1829,Unknown,TYBURN WAY,Unknown,https://tfl.gov.uk/bus/stop//,527780,180940,W1H 7EJ,2023-03-06 00:00:00+00:00
526174.000000119,195620.999999514,3083498,Unknown,H0299,Unknown,GLOUCESTER ROAD,Unknown,https://tfl.gov.uk/bus/stop//,526174,195621,EN5 1TA,2023-06-14 00:00:00+00:00
547453.000000249,177576.999999259,3083505,Unknown,H0035,490009330W,LONGLEIGH LANE,B11,https://tfl.gov.uk/bus/stop/490009330W/,547453,177577,DA7 5SP,2023-06-14 00:00:00+00:00
536416.00000032,196614.999999615,3085994,Unknown,BP3052,Unknown,SUEZ ROAD,Unknown,https://tfl.gov.uk/bus/stop//,536416,196615,EN3 7SN,2023-06-14 00:00:00+00:00
525190.000000252,188914.999999663,3090704,Unknown,H0664,490003458N,ASMUNS HILL,H2,https://tfl.gov.uk/bus/stop/490003458N/,525190,188915,NW11 6EU,2023-06-14 00:00:00+00:00
533872.000000198,186462.999999533,3091046,Unknown,BP4264,Unknown,STOKE NEWINGTON COMMON,Unknown,https://tfl.gov.uk/bus/stop//,533872,186463,N16 7LR,2023-06-14 00:00:00+00:00
525678.000000312,189297.999999676,3091806,Unknown,H0753,490008245W,BROOKLAND RISE,H3,https://tfl.gov.uk/bus/stop/490008245W/,525678,189298,NW11 6EA,2023-06-14 00:00:00+00:00
547689.000000263,177299.999999256,3092963,Unknown,H0034,490012539N,BRAMPTON ROAD,"301, B11",https://tfl.gov.uk/bus/stop/490012539N/,547689,177300,DA7 5SA,2023-06-14 00:00:00+00:00
525440.000000114,188194.999999586,3095165,Unknown,H0666,490007719S,HAMPSTEAD WAY,H2,https://tfl.gov.uk/bus/stop/490007719S/,525440,188195,NW11 7JL,2023-06-14 00:00:00+00:00
525892.00000012,188363.999999576,3100339,Unknown,H0659,490014681E,MEADWAY,H2,https://tfl.gov.uk/bus/stop/490014681E/,525892,188364,NW11 6PN,2023-06-14 00:00:00+00:00
549297.000000491,177616.999999245,3100755,Unknown,BP6567,Unknown,PARSONAGE MANORWAY,Unknown,https://tfl.gov.uk/bus/stop//,549297,177617,DA17 6LY,2023-06-14 00:00:00+00:00
525199.000000089,187431.999999552,3102803,Unknown,R0801,Unknown,GOLDERS GREEN BUS STATION FORECOURT,Unknown,https://tfl.gov.uk/bus/stop//,525199,187432,NW11 7RN,2023-06-14 00:00:00+00:00
541058.000000223,158454.999999366,3314985,Unknown,H0174,Unknown,SPRING GARDENS,Unknown,https://tfl.gov.uk/bus/stop//,541058,158455,TN16 3NJ,2023-07-19 00:00:00+00:00
525204.000000129,182580.999999537,3559902,Chippenham Gardens,C20,Unknown,CHIPPENHAM GARDENS,Unknown,https://tfl.gov.uk/bus/stop//,525204,182581,NW6 5PS,2023-07-25 00:00:00+00:00
520848.000000108,181882.999999545,3560402,North Acton Station,OC556,Unknown,VICTORIA ROAD,Unknown,https://tfl.gov.uk/bus/stop//,520848,181883,W3 6UP,2023-07-25 00:00:00+00:00
525437.000000085,185207.999999555,3646703,West End Green,35506,Unknown,WEST END LANE (EAST SIDE),Unknown,https://tfl.gov.uk/bus/stop//,525437,185208,NW6 1LJ,2023-08-02 00:00:00+00:00
519672.000000157,184246.9999995,3656120,Stonebridge Park Station (Stand),BP6572,Unknown,ARGENTA WAY,Unknown,https://tfl.gov.uk/bus/stop//,519672,184247,HA9 6HL,2023-08-02 00:00:00+00:00
538172.000000192,180880.99999943,3670265,Cotton Street,15148,Unknown,COTTON STREET,Unknown,https://tfl.gov.uk/bus/stop//,538172,180881,E14 0ES,2023-08-07 00:00:00+00:00
517410.524633945,171709.989059591,3721644,Ham / Dukes Avenue,R0888,Unknown,DUKES AVENUE,Unknown,https://tfl.gov.uk/bus/stop//,517409,171710,TW10 7LT,2024-12-11 00:00:00+00:00
521355.609001756,181582.193138284,3721786,East Acton Industrial Estate,BP2421,Unknown,TELFORD WAY,Unknown,https://tfl.gov.uk/bus/stop//,521354,181582,W3 7XS,2024-12-11 00:00:00+00:00
509351.403972311,176701.0610406,3721798,Northrop Road,BP757,Unknown,NORTHERN PERIMETER ROAD,Unknown,https://tfl.gov.uk/bus/stop//,509350,176701,Unknown,2024-12-11 00:00:00+00:00
519001.639547686,189583.276060538,3721982,Westmoreland Road,BP2324,Unknown,WESTMORELAND ROAD,Unknown,https://tfl.gov.uk/bus/stop//,519000,189583,NW9 9DF,2024-12-11 00:00:00+00:00
525870.718826777,187483.329859259,3721985,Hail And Ride Hampstead Way,H0759,490011543N,HAMPSTEAD WAY,H3,https://tfl.gov.uk/bus/stop/490011543N/,525869,187483,NW11 7HH,2024-12-11 00:00:00+00:00
518044.574140075,182344.1677577,3722052,Hail Ride Birkdale Road,H1005,490011888N,LYNWOOD ROAD,226,https://tfl.gov.uk/bus/stop/490011888N/,518043,182344,W5 1LF,2024-12-11 00:00:00+00:00
543032.860182304,179926.104191867,3722059,North Woolwich / Factory Road,BP725,Unknown,FACTORY ROAD,Unknown,https://tfl.gov.uk/bus/stop//,543031,179926,E16 2JS,2024-12-11 00:00:00+00:00
506004.438526235,183930.217884242,3722118,Park Road,BP1289,Unknown,PARK ROAD,Unknown,https://tfl.gov.uk/bus/stop//,506003,183930,Unknown,2024-12-11 00:00:00+00:00
525319.713058571,188426.351981812,3722173,Hail Ride Willifield Way,H0665,490014702N,WILLIFIELD WAY,H2,https://tfl.gov.uk/bus/stop/490014702N/,525318,188426,NW11 7XT,2024-12-11 00:00:00+00:00
525253.704374958,188049.346485653,3722174,Hail And Ride Hoop Lane,H0658,490007268E,HOOP LANE,"631, H2, H3",https://tfl.gov.uk/bus/stop/490007268E/,525252,188049,NW11 7NH,2024-12-11 00:00:00+00:00
530871.791373829,171839.046717526,3722246,Hail Ride South Oak Road,H0616,Unknown,VALLEY ROAD,Unknown,https://tfl.gov.uk/bus/stop//,530870,171839,SW16 2XL,2024-12-11 00:00:00+00:00
530854.791673733,171806.046703011,3722247,Hail Ride South Oak Road,H0613,Unknown,VALLEY ROAD,Unknown,https://tfl.gov.uk/bus/stop//,530853,171806,SW16 2XR,2024-12-11 00:00:00+00:00
530802.793538219,171591.045520638,3722248,Hail Ride Sunnyhill Road,H0612,Unknown,VALLEY ROAD,Unknown,https://tfl.gov.uk/bus/stop//,530801,171591,SW16 2XS,2024-12-11 00:00:00+00:00
530192.795536281,171492.056010362,3722249,Hail Ride Stanthorpe Rd / Ashlake Rd,H0608,Unknown,STANTHORPE ROAD,Unknown,https://tfl.gov.uk/bus/stop//,530191,171492,SW16 2DZ,2024-12-11 00:00:00+00:00
526112.716156909,188914.342498052,3722450,Hail And Ride Kingsley Way,H0897,490008799S,KINGSLEY WAY,H2,https://tfl.gov.uk/bus/stop/490008799S/,526111,188914,NW11 6JP,2024-12-11 00:00:00+00:00
543176.875826078,181187.126116314,3722559,Savage Gardens,BP072,Unknown,EAST HAM MANOR WAY,Unknown,https://tfl.gov.uk/bus/stop//,543175,181187,E6 5NA,2024-12-11 00:00:00+00:00
526083.741431579,163938.901289231,3722695,Sutton Court Road,W40,Unknown,SUTTON COURT ROAD,Unknown,https://tfl.gov.uk/bus/stop//,526082,163939,SM1 4FG,2024-12-11 00:00:00+00:00
526152.726781385,187222.322886135,3722800,Hail And Ride Hampstead Way,H0771,490014974E,WILDWOOD ROAD,H3,https://tfl.gov.uk/bus/stop/490014974E/,526151,187222,NW11 7JB,2024-12-11 00:00:00+00:00
523302.713802065,196380.388234936,3722898,Galley Lane,33888,Unknown,GALLEY LANE,Unknown,https://tfl.gov.uk/bus/stop//,523301,196380,EN5 4DB,2024-12-11 00:00:00+00:00
525466.65771914,179517.172633994,3723198,High Street Kensington,3350,Unknown,KENSINGTON HIGH STREET,Unknown,https://tfl.gov.uk/bus/stop//,525465,179517,W8 6SU,2024-12-11 00:00:00+00:00
533461.787147107,179807.191337384,3723605,Tower Bridge Road,34079,Unknown,DRUID STREET,Unknown,https://tfl.gov.uk/bus/stop//,533460,179807,SE1 2XT,2024-12-11 00:00:00+00:00
540510.842983657,188357.20391632,3723612,Woodbine Place,34051,Unknown,WOODBINE PLACE,Unknown,https://tfl.gov.uk/bus/stop//,540509,188357,E11 2SW,2024-12-11 00:00:00+00:00
543517.854409666,178911.093428104,3723670,Thomas Street,36890,Unknown,THOMAS STREET,Unknown,https://tfl.gov.uk/bus/stop//,543516,178911,SE18 6HT,2024-12-11 00:00:00+00:00
544374.792267273,167534.111370011,3723851,West Approach / Petts Wood Station,33287,Unknown,WEST APPROACH,Unknown,https://tfl.gov.uk/bus/stop//,544373,167534,BR5 1DH,2024-12-11 00:00:00+00:00
512906.468690322,180258.107841442,3724007,Southall Broadway,33636,Unknown,AVENUE ROAD,Unknown,https://tfl.gov.uk/bus/stop//,512905,180258,UB1 3BP,2024-12-11 00:00:00+00:00
528285.706301738,179822.185532152,3724100,Hyde Park Corner Station,3355,Unknown,KNIGHTSBRIDGE,Unknown,https://tfl.gov.uk/bus/stop//,528284,179822,SW1X 7TA,2024-12-11 00:00:00+00:00
537672.905064437,182937.224079332,3724219,Bow Church,FC14,Unknown,BOW ROAD,Unknown,https://tfl.gov.uk/bus/stop//,537671,182937,E3 3AS,2024-12-11 00:00:00+00:00
551176.854250795,189113.31031308,3724221,Romford Market,FC105,Unknown,ST EDWARDS WAY,Unknown,https://tfl.gov.uk/bus/stop//,551175,189113,RM1 4DD,2024-12-11 00:00:00+00:00
546654.969507932,158659.004553343,3724286,Hail Ride Knockholt Main Road,H0301,490003109W,MAIN ROAD,R5,https://tfl.gov.uk/bus/stop/490003109W/,546653,158659,TN14 7LS,2024-12-11 00:00:00+00:00
527379.690152641,179696.180774846,3724318,Knightsbridge Barracks,30625,Unknown,KNIGHTSBRIDGE,Unknown,https://tfl.gov.uk/bus/stop//,527378,179696,SW7 1SE,2024-12-11 00:00:00+00:00
508137.4361282,186591.226049801,3724386,Oak Avenue,BP3569,Unknown,ICKENHAM HIGH ROAD,Unknown,https://tfl.gov.uk/bus/stop//,508136,186591,UB10 8LG,2024-12-11 00:00:00+00:00
546793.975582188,158880.015578934,3724555,Hail Ride Knockholt,H0231,2400A008680A,MAIN ROAD,R5,https://tfl.gov.uk/bus/stop/2400A008680A/,546792,158880,TN14 7LS,2024-12-11 00:00:00+00:00
539297.945001698,164451.113992479,3724557,Hail Ride Layhams Road,H0179,490009033E,LAYHAMS ROAD,138,https://tfl.gov.uk/bus/stop/490009033E/,539296,164451,BR4 9HD,2024-12-11 00:00:00+00:00
539590.938689844,164586.116716982,3724558,Hail Ride - Birch Tree Avenue,H0178,490004013N,BIRCH TREE AVENUE,138,https://tfl.gov.uk/bus/stop/490004013N/,539589,164586,BR4 9EL,2024-12-11 00:00:00+00:00
537492.887024094,166091.012163969,3724580,The Alders,BP1536,Unknown,WICKHAM ROAD,Unknown,https://tfl.gov.uk/bus/stop//,537491,166091,BR4 9PZ,2024-12-11 00:00:00+00:00
527241.713828814,175664.119195491,3724611,Grant Road,34378,Unknown,SLIP ROAD,Unknown,https://tfl.gov.uk/bus/stop//,527240,175664,SW11 2NU,2024-12-11 00:00:00+00:00
536213.82516289,168426.926674835,3724727,Elmers End Green,BP2762,Unknown,UPPER ELMERS END ROAD,Unknown,https://tfl.gov.uk/bus/stop//,536212,168427,BR3 3QY,2024-12-11 00:00:00+00:00
