X,Y,OBJECTID,STOP_NAME,STOP_CODE,NAPTAN_ATCO,ROAD_NAME,ROUTES,LIVE_BUS_ARRIVAL,OS_EASTING,OS_NORTHING,POSTCODE,DATE_UPDATED
524001.999999987,164222.999999286,5228795,Tilehurst Road,16718,490013668S,MALDEN ROAD,"151, 213, 613, 627",https://tfl.gov.uk/bus/stop/490013668S/,524002,164223,SM3 8RA,2024-12-11 00:00:00+00:00
524005.999999989,164188.99999929,5228796,Tilehurst Road,16717,490013668N,MALDEN ROAD,"151, 213, 613, 627",https://tfl.gov.uk/bus/stop/490013668N/,524006,164189,SM3 8QU,2024-12-11 00:00:00+00:00
524276.000000107,163667.999999517,5228797,Cheam Broadway,16716,490005056C,THE BROADWAY,"151, 213, 613, 627, SL7",https://tfl.gov.uk/bus/stop/490005056C/,524276,163668,SM3 8AY,2024-12-11 00:00:00+00:00
524269.000000108,163640.999999517,5228798,Cheam Broadway,16715,490005056D,THE BROADWAY,"151, 213, 613, 627, SL7",https://tfl.gov.uk/bus/stop/490005056D/,524269,163641,SM3 8BH,2024-12-11 00:00:00+00:00
540958.000000183,191321.999999333,5228799,St Barnabas Road,29555,Unknown,BROADMEAD ROAD,Unknown,https://tfl.gov.uk/bus/stop//,540958,191322,IG8 7DH,2024-12-11 00:00:00+00:00
540608.000000181,191464.999999336,5228800,Vernon Avenue,29553,Unknown,BROADMEAD ROAD,Unknown,https://tfl.gov.uk/bus/stop//,540608,191465,IG8 0AT,2024-12-11 00:00:00+00:00
540570.00000018,191468.999999335,5228801,Vernon Avenue,29552,Unknown,BROADMEAD ROAD,Unknown,https://tfl.gov.uk/bus/stop//,540570,191469,IG8 0AZ,2024-12-11 00:00:00+00:00
540351.000000179,191650.999999337,5228802,Grosvenor Gardens,29551,Unknown,BROADMEAD ROAD,Unknown,https://tfl.gov.uk/bus/stop//,540351,191651,IG8 0AY,2024-12-11 00:00:00+00:00
540105.000000177,191898.999999338,5228803,Woodford Green / Broadmead Road,29549,Unknown,THE TERRACE,Unknown,https://tfl.gov.uk/bus/stop//,540105,191899,IG8 0XS,2024-12-11 00:00:00+00:00
532683.000000143,181180.999999516,5228804,Bank Station / Princes Street,BP933,Unknown,PRINCES STREET,Unknown,https://tfl.gov.uk/bus/stop//,532683,181181,EC2R 8AH,2024-12-11 00:00:00+00:00
544323.0000002,182797.999999301,5228805,Jenkins Lane,BP1641,Unknown,JENKINS LANE,Unknown,https://tfl.gov.uk/bus/stop//,544323,182798,IG11 0AD,2024-12-11 00:00:00+00:00
545454.000000236,182709.999999304,5228806,River Road Business Park,19321,Unknown,RIVER ROAD,Unknown,https://tfl.gov.uk/bus/stop//,545454,182710,IG11 0DG,2024-12-11 00:00:00+00:00
539496.000000455,178889.999999358,5228807,Blackwall Lane,26004,Unknown,TUNNEL AVENUE,Unknown,https://tfl.gov.uk/bus/stop//,539496,178890,SE10 0PW,2024-12-11 00:00:00+00:00
522019.000000109,179718.999999539,5228808,Askew Road Library / Gayford Road,27585,490007145N,ASKEW ROAD,"218, 306, Y218, N266",https://tfl.gov.uk/bus/stop/490007145N/,522019,179719,W12 9BL,2024-12-11 00:00:00+00:00
525483.000000062,191029.99999951,5228809,Long Lane,2758,490009322B,BALLARDS LANE,"13, 125, 143, 382, 460, 626, 683, Y13, N20",https://tfl.gov.uk/bus/stop/490009322B/,525483,191030,N3 2DN,2024-12-11 00:00:00+00:00
530325.000000148,183395.999999501,5228810,York Way / Kings Place,27576,490019520D,YORK WAY,390,https://tfl.gov.uk/bus/stop/490019520D/,530325,183396,N1C 4BZ,2024-12-11 00:00:00+00:00
519448.000000039,166190.999999584,5228811,Princes Avenue,27573,490011205L,EWELL ROAD,"265, 281, 406, 418, 662, 665, K1, K2",https://tfl.gov.uk/bus/stop/490011205L/,519448,166191,KT6 7HF,2024-12-11 00:00:00+00:00
514601.000000111,171530.999999544,5228812,Princes Road,27572,490011213S,WELLINGTON ROAD,R70,https://tfl.gov.uk/bus/stop/490011213S/,514601,171531,TW12 1JR,2024-12-11 00:00:00+00:00
514576.000000111,171499.999999545,5228813,Princes Road,27571,490011213N,WELLINGTON ROAD,R70,https://tfl.gov.uk/bus/stop/490011213N/,514576,171500,TW12 1JP,2024-12-11 00:00:00+00:00
531710.00000041,193751.99999963,5228814,Woodberry Avenue,27566,490003653S,GREEN LANES,"329, 629, N29",https://tfl.gov.uk/bus/stop/490003653S/,531710,193752,N21 3HH,2024-12-11 00:00:00+00:00
523666.000000091,185336.999999564,5228815,Anson Road,27565,490003338S,CHICHELE ROAD,"260, 266, 460, N266",https://tfl.gov.uk/bus/stop/490003338S/,523666,185337,NW2 3AT,2024-12-11 00:00:00+00:00
528667.000000141,184691.999999514,5228816,Kentish Town West Station >Lol<,27564,490001165W,PRINCE OF WALES ROAD,"46, 393, UL2, UL21, UL70, UL77",https://tfl.gov.uk/bus/stop/490001165W/,528667,184692,NW5 3LJ,2024-12-11 00:00:00+00:00
518369.000000442,192722.999999692,5228817,Willow Court,27562,490015302P,STONE GROVE,"142, 642",https://tfl.gov.uk/bus/stop/490015302P/,518369,192723,HA8 8FY,2024-12-11 00:00:00+00:00
518954.000000449,191987.999999695,5228818,Mill Ridge,27560,490009916N,EDGWARE HIGH STREET,"142, 642",https://tfl.gov.uk/bus/stop/490009916N/,518954,191988,HA8 7ST,2024-12-11 00:00:00+00:00
518979.000000437,191977.999999693,5228819,Mill Ridge,27559,490009916S,EDGWARE HIGH STREET,"142, 642",https://tfl.gov.uk/bus/stop/490009916S/,518979,191978,HA8 7TY,2024-12-11 00:00:00+00:00
529041.000000143,163680.999999458,5228820,Stafford Road / Woodcote Road,27555,490014834N,STAFFORD ROAD,"154, 157",https://tfl.gov.uk/bus/stop/490014834N/,529041,163681,SM6 9AJ,2024-12-11 00:00:00+00:00
515454.000000108,171088.999999539,5228821,Teddington Memorial Hospital,27534,490013176N,STANLEY ROAD,"33, 281, 481, 681, N33",https://tfl.gov.uk/bus/stop/490013176N/,515454,171089,TW11 8TP,2024-12-11 00:00:00+00:00
522581.000000108,179031.999999537,5228822,John Betts School,27531,490008559N,PADDENSWICK ROAD,"218, 306, Y218, N266",https://tfl.gov.uk/bus/stop/490008559N/,522581,179032,W6 0UA,2024-12-11 00:00:00+00:00
522600.000000109,179008.999999537,5228823,John Betts School,27530,490008559S,PADDENSWICK ROAD,"218, 306, Y218, N266",https://tfl.gov.uk/bus/stop/490008559S/,522600,179009,W6 0UA,2024-12-11 00:00:00+00:00
522411.000000103,179308.999999539,5228824,Goldhawk Road,27528,490012004N,PADDENSWICK ROAD,"218, 306, Y218, N266",https://tfl.gov.uk/bus/stop/490012004N/,522411,179309,W6 0UA,2024-12-11 00:00:00+00:00
520498.000000107,181575.999999546,5228825,Gypsy Corner,27527,490015319O,HORN LANE,"218, 260, 266, 440, Y218, N266",https://tfl.gov.uk/bus/stop/490015319O/,520498,181576,W3 0BX,2024-12-11 00:00:00+00:00
514941.000000109,172465.999999541,5228826,Trafalgar Road / Prince Of Wales,27526,490013765S,HAMPTON ROAD,"267, 281, 290, 681, R70, N22",https://tfl.gov.uk/bus/stop/490013765S/,514941,172466,TW2 5QW,2024-12-11 00:00:00+00:00
533131.000000153,160765.999999497,5228827,Riddlesdown,25243,490011568E,MITCHLEY AVENUE,"412, 612",https://tfl.gov.uk/bus/stop/490011568E/,533131,160766,CR2 9HP,2024-12-11 00:00:00+00:00
517462.00000017,181906.999999487,5228828,Fairlea Place,20380,490005149S,WOODFIELD ROAD,"E2, E9, Y7N, N7",https://tfl.gov.uk/bus/stop/490005149S/,517462,181907,W5 1SL,2024-12-11 00:00:00+00:00
517406.000000172,182181.999999487,5228829,St Barnabas Church,20382,490012634N,WOODFIELD ROAD,"E2, E9, Y7N, N7",https://tfl.gov.uk/bus/stop/490012634N/,517406,182182,W5 1SH,2024-12-11 00:00:00+00:00
522999.000000119,178768.999999532,5228830,Iffley Road,20412,490007239E,GLENTHORNE ROAD,"27, 110, 190, 218, 267, 306, H91, Y27, Y218, N9, N11, N266",https://tfl.gov.uk/bus/stop/490007239E/,522999,178769,W6 0LS,2024-12-11 00:00:00+00:00
519031.00000021,191484.999999629,5228831,Buckingham Road,20436,490004556E,WHITCHURCH LANE,"79, 186, 340",https://tfl.gov.uk/bus/stop/490004556E/,519031,191485,HA8 6QE,2024-12-11 00:00:00+00:00
531148.99999978,158068.999999489,5228832,Old Coulsdon / Tudor Rose,20443,490010535W,PLACEHOUSE LANE,"60, N68",https://tfl.gov.uk/bus/stop/490010535W/,531149,158069,CR5 1EB,2024-12-11 00:00:00+00:00
541984.000000185,176918.999999357,5228833,Pallet Way,20444,490010733W,SHOOTERS HILL ROAD,"89, 178, N89",https://tfl.gov.uk/bus/stop/490010733W/,541984,176919,SE18 4LS,2024-12-11 00:00:00+00:00
529367.000000143,179214.999999511,5228834,Westminster City Hall,20472,490003384SB,VICTORIA STREET,"3, 11, 24, 26, 148, Y148, N11, N26, N44, N136",https://tfl.gov.uk/bus/stop/490003384SB/,529367,179215,SW1E 5NT,2024-12-11 00:00:00+00:00
506261.000000187,180907.999999604,5228835,Otterfield Road,20477,490010663W,FALLING LANE,"U1, U3, U5",https://tfl.gov.uk/bus/stop/490010663W/,506261,180908,UB7 8AD,2024-12-11 00:00:00+00:00
512478.000000047,182773.999999563,5228836,Broadmead Road,20495,490004373W,RUISLIP ROAD,"120, 282, 696, E7, E9, Y7N, N7",https://tfl.gov.uk/bus/stop/490004373W/,512478,182774,UB5 6XA,2024-12-11 00:00:00+00:00
511197.000000062,176182.999999611,5228837,Grantley Road,25982,490007370W,GREAT SOUTH-WEST ROAD,"203, 482",https://tfl.gov.uk/bus/stop/490007370W/,511197,176183,TW4 7NF,2024-12-11 00:00:00+00:00
539544.000000472,178731.999999346,5228838,Tunnel Avenue,26006,490013840R,BLACKWALL LANE,"108, 188, 422",https://tfl.gov.uk/bus/stop/490013840R/,539544,178732,SE10 0AG,2024-12-11 00:00:00+00:00
538127.000000511,177268.999999325,5228839,Greenwich Station (DLR),26007,490001123R,GREENWICH SOUTH STREET,"129, 199, 386, N199",https://tfl.gov.uk/bus/stop/490001123R/,538127,177269,SE10 8JD,2024-12-11 00:00:00+00:00
538086.000000371,177057.999999471,5228840,Ashburnham Grove,26009,490003411N,GREENWICH SOUTH STREET,"129, 199, 386, N199",https://tfl.gov.uk/bus/stop/490003411N/,538086,177058,SE10 8UD,2024-12-11 00:00:00+00:00
538094.00000036,176342.99999943,5228841,Morden Hill,26016,490010022D,LEWISHAM ROAD,"129, 199, N89, N199",https://tfl.gov.uk/bus/stop/490010022D/,538094,176343,SE13 7NN,2024-12-11 00:00:00+00:00
537448.000000127,173589.999999376,5228842,Catford Catford Bridge Stations,26021,490001053P,CATFORD ROAD,"75, 171, 185",https://tfl.gov.uk/bus/stop/490001053P/,537448,173590,SE6 4QZ,2024-12-11 00:00:00+00:00
535962.0000002,173282.999999495,5228843,Forest Hill Fire Station,26030,490006920W,STANSTEAD ROAD,"122, 185",https://tfl.gov.uk/bus/stop/490006920W/,535962,173283,SE23 1BX,2024-12-11 00:00:00+00:00
533872.000000194,174038.999999514,5228844,Dulwich / The Plough,26036,490015428N,LORDSHIP LANE,"40, 176, 185",https://tfl.gov.uk/bus/stop/490015428N/,533872,174039,SE22 8LZ,2024-12-11 00:00:00+00:00
533438.000000193,175401.999999519,5228845,East Dulwich Station,26047,490001090D,GROVE VALE,"40, 42, 176, 185, 484, P13",https://tfl.gov.uk/bus/stop/490001090D/,533438,175402,SE22 8EF,2024-12-11 00:00:00+00:00
533157.000000192,175770.999999521,5228846,Champion Hill,26050,490006094N,DOG KENNEL HILL,"40, 176, 185, 484",https://tfl.gov.uk/bus/stop/490006094N/,533157,175771,SE5 8BP,2024-12-11 00:00:00+00:00
532502.000000176,176870.999999518,5228847,Camberwell Green,26060,490015298E,CAMBERWELL GREEN (WEST SIDE),"35, 40, 42, 45",https://tfl.gov.uk/bus/stop/490015298E/,532502,176871,SE5 7AF,2024-12-11 00:00:00+00:00
526370.000000146,164152.999999565,5228848,Lind Road,16714,490009180W1,CARSHALTON ROAD,"407, 627, S3",https://tfl.gov.uk/bus/stop/490009180W1/,526370,164153,SM1 4RL,2024-12-11 00:00:00+00:00
527623.000000141,164129.999999465,5228849,Wales Avenue,16713,490014129S,PARK HILL,154,https://tfl.gov.uk/bus/stop/490014129S/,527623,164130,SM5 3RU,2024-12-11 00:00:00+00:00
527263.000000213,166363.999999295,5228850,Welbeck Road,20191,490014338N,GREEN WRYTHE LANE,"80, 151",https://tfl.gov.uk/bus/stop/490014338N/,527263,166364,SM5 1TR,2024-12-11 00:00:00+00:00
527345.000000209,166207.999999295,5228851,Green Wrythe Lane / Waltham Road,20190,490015101S,GREEN WRYTHE LANE,"80, 151",https://tfl.gov.uk/bus/stop/490015101S/,527345,166208,SM5 1TS,2024-12-11 00:00:00+00:00
527445.000000136,165806.99999947,5228852,Muschamp Road,20188,490010128S,GREEN WRYTHE LANE,"80, 151",https://tfl.gov.uk/bus/stop/490010128S/,527445,165807,SM5 2SR,2024-12-11 00:00:00+00:00
527424.000000136,165880.999999475,5228853,Muschamp Road,20187,490010128N,GREEN WRYTHE LANE,"80, 151",https://tfl.gov.uk/bus/stop/490010128N/,527424,165881,SM5 2SU,2024-12-11 00:00:00+00:00
527976.000000196,166071.999999296,5228854,Reynolds Close,20186,490011542E,CULVERS AVENUE,80,https://tfl.gov.uk/bus/stop/490011542E/,527976,166072,SM5 2BA,2024-12-11 00:00:00+00:00
534412.000000315,162592.999999332,5228855,Ridge Langley / East Arm,20185,490011574N,UPPER SELSDON ROAD,412,https://tfl.gov.uk/bus/stop/490011574N/,534412,162593,CR2 0DP,2024-12-11 00:00:00+00:00
548955.000000279,170208.999999277,5228856,Old Maidstone Road,20172,490010566M,MAIDSTONE ROAD,233,https://tfl.gov.uk/bus/stop/490010566M/,548955,170209,DA14 5BB,2024-12-11 00:00:00+00:00
534535.000000224,173202.999999529,5228857,Lordship Lane / Wood Vale,2017,490009362S1,LORDSHIP LANE,"176, 185, 197, 363, P4, N63",https://tfl.gov.uk/bus/stop/490009362S1/,534535,173203,SE22 8LB,2024-12-11 00:00:00+00:00
548542.000000275,170470.999999285,5228858,Glebe Cottages,20169,490007212E,MAIDSTONE ROAD,233,https://tfl.gov.uk/bus/stop/490007212E/,548542,170471,DA14 5AW,2024-12-11 00:00:00+00:00
534090.000000581,155622.999999586,5228859,Bourne Court,20166,40004410108B,CROYDON ROAD,"407, 434",https://tfl.gov.uk/bus/stop/40004410108B/,534090,155623,CR3 6QB,2024-12-11 00:00:00+00:00
527764.000000137,191898.999999527,5228860,Hillside Avenue,20145,490008237N,COLNEY HATCH LANE,"43, 134, 234, 634",https://tfl.gov.uk/bus/stop/490008237N/,527764,191899,N11 3DH,2024-12-11 00:00:00+00:00
533693.000000129,163999.999999482,5228861,Old Palace Of John Whitgift School,20140,490005793W,CROHAM ROAD,"64, 433",https://tfl.gov.uk/bus/stop/490005793W/,533693,164000,CR2 7BT,2024-12-11 00:00:00+00:00
541444.000000137,174614.999999366,5228862,Eltham Road / Westhorne Avenue,20134,490015018W2,ELTHAM ROAD,"122, 321, 621, B16, N21",https://tfl.gov.uk/bus/stop/490015018W2/,541444,174615,SE9 5LN,2024-12-11 00:00:00+00:00
544449.000000102,165846.99999915,5228863,Crofton Road / Crofton Lane,20133,490005788W,CROFTON ROAD,"61, 353, 654, R2, R3",https://tfl.gov.uk/bus/stop/490005788W/,544449,165847,BR6 8JB,2024-12-11 00:00:00+00:00
543189.000000313,161651.999999391,5228864,Downe Church,20131,490006159E,DOWNE HIGH STREET,"146, R8",https://tfl.gov.uk/bus/stop/490006159E/,543189,161652,BR6 7US,2024-12-11 00:00:00+00:00
532542.000000175,176447.999999517,5228865,Coldharbour Lane,2013,490005464W,DENMARK HILL,"40, 42, 68, 176, 185, 468, 484, N68",https://tfl.gov.uk/bus/stop/490005464W/,532542,176448,SE5 8RX,2024-12-11 00:00:00+00:00
522150.000000097,169330.999999525,5228866,Huntley Way,20103,490008428S,BEVERLEY WAY (KINGSTON BY PASS),265,https://tfl.gov.uk/bus/stop/490008428S/,522150,169331,SW20 0AQ,2024-12-11 00:00:00+00:00
517617.000000282,162928.999999433,5228867,Barwell Business Park,20096,490003663W,LEATHERHEAD ROAD,"71, 465, N65",https://tfl.gov.uk/bus/stop/490003663W/,517617,162929,KT9 2NY,2024-12-11 00:00:00+00:00
553141.000000378,188824.999999242,5228868,The Drill Roundabout,20084,490013327S1,SLEWINS LANE,"165, 370, 649, 650",https://tfl.gov.uk/bus/stop/490013327S1/,553141,188825,RM11 2BZ,2024-12-11 00:00:00+00:00
531656.000000154,181076.99999949,5228869,Apothecary Street,206,Unknown,NEW BRIDGE STREET,Unknown,https://tfl.gov.uk/bus/stop//,531656,181077,EC4Y 8DU,2024-12-11 00:00:00+00:00
506040.000000053,180136.999999595,5228870,West Drayton Station,20978,Unknown,STATION APPROACH,Unknown,https://tfl.gov.uk/bus/stop//,506040,180137,UB7 7DQ,2024-12-11 00:00:00+00:00
530188.000000148,183908.999999502,5228871,Randells Road,18861,Unknown,YORK WAY,Unknown,https://tfl.gov.uk/bus/stop//,530188,183909,N1C 4AJ,2024-12-11 00:00:00+00:00
543776.000000253,176806.999999352,5228872,Shrewsbury Lane / Occupation Lane,27831,Unknown,SHREWSBURY LANE,Unknown,https://tfl.gov.uk/bus/stop//,543776,176807,SE18 3JJ,2024-12-11 00:00:00+00:00
531062.000000147,179996.999999501,5228873,Waterloo Station / Upper Taxi Road,37369,Unknown,WATERLOO STATION TAXI ROAD,Unknown,https://tfl.gov.uk/bus/stop//,531062,179997,SE1 8SQ,2024-12-11 00:00:00+00:00
532682.000000139,181392.999999523,5228874,Great Swan Alley,2466,Unknown,MOORGATE,Unknown,https://tfl.gov.uk/bus/stop//,532682,181393,EC2R 6DA,2024-12-11 00:00:00+00:00
546442.000000177,187911.999999274,5228875,Percy Road,25067,Unknown,BARLEY LANE,Unknown,https://tfl.gov.uk/bus/stop//,546442,187912,IG3 8XG,2024-12-11 00:00:00+00:00
528878.00000012,178049.999999512,5228876,Westmoreland Terrace,70,Unknown,LUPUS STREET,Unknown,https://tfl.gov.uk/bus/stop//,528878,178050,SW1V 3HD,2024-12-11 00:00:00+00:00
525745.000000127,180973.999999535,5228877,Whiteleys,37656,Unknown,PORCHESTER GARDENS,Unknown,https://tfl.gov.uk/bus/stop//,525745,180974,W2 4DJ,2024-12-11 00:00:00+00:00
538156.000000214,189332.999999404,5228878,Church Lane,17908,Unknown,VALLENTIN ROAD,Unknown,https://tfl.gov.uk/bus/stop//,538156,189333,E17 3JJ,2024-12-11 00:00:00+00:00
532261.000000129,181568.999999528,5228879,London Wall ,37600,Unknown,LONDON WALL,Unknown,https://tfl.gov.uk/bus/stop//,532261,181569,EC2Y 5BL,2024-12-11 00:00:00+00:00
556385.000000257,187664.999999093,5228880,Upminster Tithe Barn Museum,25240,490013925S,HALL LANE,"248, 346, 347",https://tfl.gov.uk/bus/stop/490013925S/,556385,187665,RM14 1AQ,2024-12-11 00:00:00+00:00
533937.000000146,162795.999999414,5228881,Arkwright Road,2524,490003377S,UPPER SELSDON ROAD,412,https://tfl.gov.uk/bus/stop/490003377S/,533937,162796,CR2 0DX,2024-12-11 00:00:00+00:00
534314.000000227,196211.999999585,5228882,Southbury Road,3174,490012261S,GREAT CAMBRIDGE ROAD,"217, 231, 617",https://tfl.gov.uk/bus/stop/490012261S/,534314,196212,EN1 1TW,2024-12-11 00:00:00+00:00
534156.00000021,195320.99999962,5228883,Trinity Avenue / Bush Hill Park Stn,3173,490013798N,GREAT CAMBRIDGE ROAD,"217, 231, 377, 617",https://tfl.gov.uk/bus/stop/490013798N/,534156,195321,EN1 1JE,2024-12-11 00:00:00+00:00
532545.000000181,192441.999999562,5228884,Cambridge Roundabout / South Side,3171,490004712N,GREAT CAMBRIDGE ROAD,"144, 217, 231, 617",https://tfl.gov.uk/bus/stop/490004712N/,532545,192442,N18 1HX,2024-12-11 00:00:00+00:00
532602.00000018,192673.999999557,5228885,Cambridge Roundabout / North Side,3170,490015300S,GREAT CAMBRIDGE ROAD,"217, 231, 616, 617",https://tfl.gov.uk/bus/stop/490015300S/,532602,192674,N18 1LA,2024-12-11 00:00:00+00:00
519206.000000103,178269.99999955,5228886,Brentford Fountain Leisure Centre,3163,490004290Q,CHISWICK HIGH ROAD,"110, 237, 267, N9",https://tfl.gov.uk/bus/stop/490004290Q/,519206,178270,W4 5BB,2024-12-11 00:00:00+00:00
529180.000000135,185799.999999509,5228887,Tufnell Park Station,3162,490000239G,BRECKNOCK ROAD,390,https://tfl.gov.uk/bus/stop/490000239G/,529180,185800,N19 5AA,2024-12-11 00:00:00+00:00
551453.000000299,178009.99999921,5228888,Erith Town Centre / Riverside,31531,490005817H,BEXLEY ROAD,"469, B12",https://tfl.gov.uk/bus/stop/490005817H/,551453,178010,DA8 1RB,2024-12-11 00:00:00+00:00
506058.000000348,183513.999999754,5228889,Manor Waye - St Andrews Park,3151,490011381E,HILLINGDON ROAD,"427, A10, U1, U3, U4, U7, N207",https://tfl.gov.uk/bus/stop/490011381E/,506058,183514,UB10 0AD,2024-12-11 00:00:00+00:00
507308.000000159,182730.999999629,5228890,Long Lane,3138,490013974W,UXBRIDGE ROAD,"427, N207",https://tfl.gov.uk/bus/stop/490013974W/,507308,182731,UB10 0PL,2024-12-11 00:00:00+00:00
507568.000000169,182551.999999622,5228891,Hillingdon Primary School,3136,490008227W,UXBRIDGE ROAD,"278, 427, 697, 698, U2, N207",https://tfl.gov.uk/bus/stop/490008227W/,507568,182552,UB10 0DY,2024-12-11 00:00:00+00:00
507772.000000178,182385.999999613,5228892,Hillingdon Heath / Lees Road,3134,490009069W,UXBRIDGE ROAD,"278, 427, 697, 698, SL8, N207",https://tfl.gov.uk/bus/stop/490009069W/,507772,182386,UB10 0PE,2024-12-11 00:00:00+00:00
507841.00000018,182365.999999611,5228893,Hillingdon Heath / Lees Road,3133,490009069E,UXBRIDGE ROAD,"278, 427, 697, 698, SL8, N207",https://tfl.gov.uk/bus/stop/490009069E/,507841,182366,UB10 0LN,2024-12-11 00:00:00+00:00
536225.000000177,168434.999999345,5228894,Elmers End Green,31327,490006506BC1,UPPER ELMERS END ROAD,"194, 356, 358",https://tfl.gov.uk/bus/stop/490006506BC1/,536225,168435,BR3 3QY,2024-12-11 00:00:00+00:00
508336.000000055,182038.99999957,5228895,West Drayton Road,3127,490014426W,UXBRIDGE ROAD,"278, 427, 697, 698, N207",https://tfl.gov.uk/bus/stop/490014426W/,508336,182039,UB10 0NH,2024-12-11 00:00:00+00:00
508380.000000055,182040.99999957,5228896,Hewens Road,3126,490008117E,UXBRIDGE ROAD,"278, 427, 697, 698, N207",https://tfl.gov.uk/bus/stop/490008117E/,508380,182041,UB10 0NQ,2024-12-11 00:00:00+00:00
508582.99999994,181889.999999491,5228897,Morgans Lane,3125,490010032W,UXBRIDGE ROAD,"278, 427, 697, 698, H98, N207",https://tfl.gov.uk/bus/stop/490010032W/,508583,181890,UB4 8HY,2024-12-11 00:00:00+00:00
508730.999999957,181879.999999494,5228898,Hayes Police Station,3124,490007952E,UXBRIDGE ROAD,"278, 427, 697, 698, H98, N207",https://tfl.gov.uk/bus/stop/490007952E/,508731,181880,UB4 8JF,2024-12-11 00:00:00+00:00
535030.000000226,175165.999999523,5228899,Rye Hill Park,26070,490011841E,PECKHAM RYE (EAST SIDE),"343, 484, N343",https://tfl.gov.uk/bus/stop/490011841E/,535030,175166,SE15 3JG,2024-12-11 00:00:00+00:00
511766.000000106,169142.999999562,5228900,Harfield Road,16883,40004402027B,HARFIELD ROAD,216,https://tfl.gov.uk/bus/stop/40004402027B/,511766,169143,TW16 5PT,2024-12-11 00:00:00+00:00
536732.000000185,181093.999999434,5228901,Limehouse Town Hall,1689,490009160W,COMMERCIAL ROAD,"15, 115, 135, D3, N15, N550, N551",https://tfl.gov.uk/bus/stop/490009160W/,536732,181094,E14 7HA,2024-12-11 00:00:00+00:00
508876.000000116,170289.999999334,5228902,Napier Road,16900,40004402067B,STAINES ROAD WEST,"216, 290",https://tfl.gov.uk/bus/stop/40004402067B/,508876,170290,TW15 1RY,2024-12-11 00:00:00+00:00
542319.000000191,190119.999999316,5228903,Wensleydale Avenue,19724,490010887E,CLAYHALL AVENUE,128,https://tfl.gov.uk/bus/stop/490010887E/,542319,190120,IG5 0PN,2024-12-11 00:00:00+00:00
543514.00000017,169623.999999042,5228904,Susan Wood,19735,490003578E,SUMMER HILL,"162, 269, R7",https://tfl.gov.uk/bus/stop/490003578E/,543514,169624,BR7 5NG,2024-12-11 00:00:00+00:00
541931.000000304,169176.999999113,5228905,Bird In Hand Lane,19744,490004029N,BICKLEY ROAD,"162, 269",https://tfl.gov.uk/bus/stop/490004029N/,541931,169177,BR1 2NB,2024-12-11 00:00:00+00:00
539231.000000543,169381.999999207,5228906,Bromley Road / Shortlands Station,19757,490012122B,BROMLEY ROAD,227,https://tfl.gov.uk/bus/stop/490012122B/,539231,169382,BR2 0BW,2024-12-11 00:00:00+00:00
534293.000000322,161702.999999375,5228907,Harbledown Road,25254,490007775W,ADDINGTON ROAD,"359, 412, 612",https://tfl.gov.uk/bus/stop/490007775W/,534293,161703,CR2 8RB,2024-12-11 00:00:00+00:00
530552.999999806,158176.999999487,5228908,New Hill,25266,490009770W,MEAD WAY,"60, N68",https://tfl.gov.uk/bus/stop/490009770W/,530553,158177,CR5 1PJ,2024-12-11 00:00:00+00:00
543555.000000312,172478.999999377,5228909,William Barefoot Drive,25276,490014696N,GREEN LANE,"160, 162",https://tfl.gov.uk/bus/stop/490014696N/,543555,172479,SE9 3TH,2024-12-11 00:00:00+00:00
527538.000000097,171387.999999548,5228910,Tooting Broadway Station,25286,490000234H,MITCHAM ROAD,"44, 77, 264, 270, 280, G1, N44",https://tfl.gov.uk/bus/stop/490000234H/,527538,171388,SW17 9NA,2024-12-11 00:00:00+00:00
520639.000000106,183893.999999543,5228911,Shakespeare Road,25331,490012848W,HILLSIDE,"18, Y18, Y18N, N18",https://tfl.gov.uk/bus/stop/490012848W/,520639,183894,NW10 8LY,2024-12-11 00:00:00+00:00
518158.000000107,171330.999999504,5228912,Barnfield Avenue,25352,490003643W,TUDOR DRIVE,371,https://tfl.gov.uk/bus/stop/490003643W/,518158,171331,KT2 5QF,2024-12-11 00:00:00+00:00
550823.000000185,186272.999999258,5228913,Eastbrookend Country Park,25385,490006322N,DAGENHAM ROAD,174,https://tfl.gov.uk/bus/stop/490006322N/,550823,186273,RM7 0NT,2024-12-11 00:00:00+00:00
525127.000000036,177894.999999529,5228914,Empress State Building / West Brompton,2539,490006304W,LILLIE ROAD,"74, 190, 430, N74, N97",https://tfl.gov.uk/bus/stop/490006304W/,525127,177895,SW6 1UD,2024-12-11 00:00:00+00:00
535067.000000052,184157.999999424,5228915,Shore Road,25445,490009645E,WELL STREET,"26, 277, 388, N26, N277",https://tfl.gov.uk/bus/stop/490009645E/,535067,184158,E9 7QX,2024-12-11 00:00:00+00:00
521203.000000139,185652.999999529,5228916,Village Way,25447,490014082LL,NORTH CIRCULAR ROAD,"16, 112, 232",https://tfl.gov.uk/bus/stop/490014082LL/,521203,185653,NW10 1SP,2024-12-11 00:00:00+00:00
525132.000000088,187538.999999552,5228917,Golders Green Station,2770,490015496GU,FINCHLEY ROAD,"13, 102, 460, Y13",https://tfl.gov.uk/bus/stop/490015496GU/,525132,187539,NW11 7PE,2024-12-11 00:00:00+00:00
